Status Resp Rx'd 4 bytes, resp 22
Records: 1875, Error: 0
rRead Meas Sent: 0
Rec Id,Meas Inv,Acc X,Acc Y,Acc Z,Gyro X,Gyro Y,Gyro Z
126,0,31,-211,146,-1,-2,-1
127,0,31,-213,144,-1,-2,-1
127,0,29,-213,143,-1,-1,0
128,0,29,-213,143,-1,-1,0
128,0,30,-214,143,-1,-1,-1
129,0,30,-214,143,-1,0,-1
129,0,31,-212,144,-1,0,-1
130,0,30,-213,144,-1,0,0
130,0,27,-214,144,-1,0,0
131,0,30,-211,146,-1,0,-1
131,0,28,-215,143,-1,0,-1
132,0,30,-212,145,0,0,-2
132,0,30,-213,144,0,-1,-2
133,0,31,-213,143,0,-1,-2
133,0,29,-214,145,0,0,-2
134,0,31,-210,149,0,-1,-2
134,0,31,-206,156,6,-12,0
135,0,29,-217,138,11,-26,1
135,0,31,-219,135,9,-20,0
136,0,31,-219,135,4,-9,-2
136,0,30,-219,137,2,-5,-2
137,0,31,-218,138,-1,1,-4
137,0,31,-216,139,-1,3,-4
138,0,33,-214,141,-3,6,-4
138,0,31,-213,141,-5,8,-4
139,0,31,-214,143,-5,8,-3
139,0,31,-215,143,-4,7,-3
140,0,31,-207,154,-3,5,-3
140,0,31,-215,142,2,-6,-1
141,0,31,-215,141,1,-3,-2
141,0,31,-216,141,0,-2,-2
142,0,32,-214,140,-1,0,-2
142,0,32,-214,140,-1,1,-2
143,0,32,-212,143,-2,2,-2
143,0,31,-198,168,1,-3,-1
144,0,31,-220,137,15,-33,3
144,0,32,-220,132,8,-20,0
145,0,32,-220,132,4,-12,0
145,0,32,-219,134,-1,-1,-2
146,0,32,-219,134,-2,2,-2
146,0,32,-219,134,-5,8,-3
147,0,32,-216,140,-6,11,-3
147,0,33,-196,168,1,-2,-1
148,0,31,-217,136,14,-26,3
148,0,32,-223,131,11,-21,2
149,0,32,-222,130,4,-8,0
149,0,32,-221,131,1,-3,-1
150,0,34,-219,132,-3,4,-2
150,0,32,-221,132,-7,12,-3
151,0,31,-218,136,-10,16,-4
151,0,32,-212,144,-9,15,-4
152,0,32,-215,138,-5,8,-3
152,0,37,-210,143,-5,6,-3
153,0,32,-214,140,-6,6,-2
153,0,32,-216,140,-6,7,-2
154,0,31,-217,140,-6,8,-1
154,0,31,-217,141,-6,8,-2
155,0,32,-212,143,-5,8,-2
155,0,34,-210,146,-5,7,-2
156,0,32,-212,142,-4,4,-1
156,0,31,-214,144,-4,3,-1
157,0,31,-214,143,-3,2,-1
157,0,31,-213,143,-2,1,-1
158,0,31,-212,146,-2,1,0
158,0,31,-215,143,-1,-2,0
159,0,31,-214,143,-1,-2,0
159,0,31,-213,143,-1,-1,0
160,0,31,-213,143,-1,0,0
160,0,31,-213,143,-1,0,0
161,0,31,-214,143,-1,1,0
161,0,31,-214,143,-2,1,0
162,0,32,-211,144,-2,1,-1
162,0,32,-211,144,-2,1,0
163,0,31,-213,144,-2,0,0
163,0,31,-215,144,-2,1,1
164,0,31,-214,144,-2,1,0
164,0,31,-212,146,-2,0,0
165,0,31,-213,144,0,-3,1
165,0,31,-214,142,1,-5,1
166,0,32,-214,141,0,-3,0
166,0,31,-215,140,-1,-1,0
167,0,31,-214,143,-2,0,0
167,0,32,-214,143,-2,0,0
168,0,31,-214,143,-2,1,0
168,0,31,-212,144,-2,1,0
169,0,30,-214,143,-2,1,0
169,0,31,-214,144,-2,1,0
170,0,31,-214,144,-2,1,0
170,0,31,-213,145,-2,1,-1
171,0,32,-213,143,-1,1,0
171,0,31,-213,143,-2,0,0
172,0,31,-213,143,-2,1,0
172,0,31,-213,143,-2,1,1
173,0,31,-212,145,-2,1,0
173,0,29,-214,144,-1,1,0
174,0,30,-213,143,-1,1,-1
174,0,31,-210,144,-1,1,-1
175,0,31,-212,145,-1,0,-1
175,0,31,-213,144,-1,0,-1
176,0,31,-213,144,-1,-1,-1
176,0,31,-213,144,-1,0,-1
177,0,31,-212,144,-1,0,-1
177,0,30,-213,144,-1,0,0
178,0,31,-212,144,-1,0,0
178,0,31,-213,144,-1,0,-1
179,0,30,-213,144,-1,0,-1
179,0,31,-213,145,-1,0,-1
180,0,31,-212,144,-1,0,-1
180,0,31,-212,145,-1,0,-1
181,0,31,-213,145,-1,0,-1
181,0,31,-213,145,-1,0,-1
182,0,31,-213,144,-1,0,-1
182,0,31,-213,145,-1,-1,-1
183,0,31,-213,145,-1,0,-1
183,0,30,-213,145,-1,0,-1
184,0,30,-213,145,-1,-1,-1
184,0,31,-212,144,-1,-1,-1
185,0,31,-212,143,-1,0,-1
185,0,31,-212,144,-1,0,-1
186,0,31,-212,145,-1,-1,-1
186,0,31,-212,144,-1,-1,-1
187,0,31,-213,145,-1,-1,-1
187,0,31,-213,145,-1,-1,-1
188,0,30,-213,144,-1,-1,-1
188,0,31,-212,145,-1,-1,-1
189,0,31,-211,145,-1,-1,-1
189,0,31,-213,144,-1,-2,-1
190,0,31,-214,144,-1,-2,-1
190,0,31,-213,145,-1,-1,-1
191,0,31,-214,144,-1,-1,-1
191,0,30,-214,143,-1,-1,-1
192,0,31,-212,143,-1,-1,-1
192,0,31,-212,144,-1,-1,-1
193,0,31,-213,143,-1,0,0
193,0,30,-214,144,-1,0,0
194,0,30,-214,143,-1,0,-1
194,0,31,-213,144,-1,0,-1
195,0,31,-212,144,-1,-1,-1
195,0,31,-213,144,-1,0,-1
196,0,31,-213,144,-1,0,-1
196,0,31,-213,144,-1,0,-1
197,0,31,-213,144,-1,0,0
197,0,30,-213,145,-1,0,0
198,0,30,-213,144,0,-1,-1
198,0,31,-213,144,0,-1,-1
199,0,31,-213,145,0,0,-1
199,0,31,-211,143,0,0,-1
200,0,31,-213,145,-1,-1,-1
200,0,31,-213,143,-1,-1,-1
201,0,31,-213,143,-1,0,-1
201,0,31,-213,144,-1,0,-1
202,0,30,-213,144,-1,0,-1
202,0,31,-213,144,-1,0,-1
203,0,31,-213,144,-1,0,-1
203,0,31,-213,144,-1,0,-1
204,0,31,-212,144,0,0,-1
204,0,31,-213,144,-1,0,-1
205,0,31,-212,144,-1,0,-1
205,0,31,-213,144,-1,0,-1
206,0,31,-213,144,-1,0,-1
206,0,31,-213,144,-1,0,-1
207,0,31,-213,145,-1,0,-1
207,0,31,-213,144,-1,0,-1
208,0,31,-212,145,-1,0,-1
208,0,31,-211,146,-1,-1,-1
209,0,31,-212,145,-1,-1,0
209,0,31,-212,145,-1,-1,0
210,0,31,-212,145,-1,-1,0
210,0,31,-213,145,-1,-1,0
211,0,31,-213,145,-1,0,0
211,0,31,-213,145,-1,0,-1
212,0,30,-214,145,-1,0,-1
212,0,31,-213,145,-1,0,-1
213,0,31,-212,144,-1,0,-1
213,0,31,-211,144,-1,0,-1
214,0,31,-213,145,-1,0,-1
214,0,31,-213,145,0,-1,-1
215,0,31,-212,145,0,-1,-1
215,0,31,-213,145,-1,-1,-1
216,0,31,-213,143,-1,-1,-1
216,0,31,-213,144,-1,-1,-1
217,0,31,-212,144,-1,-1,-1
217,0,31,-212,145,-1,-1,-1
218,0,31,-213,144,-1,0,-1
218,0,31,-212,144,-1,0,-1
219,0,31,-213,145,-1,0,-1
219,0,32,-211,144,-1,0,-1
220,0,31,-213,145,-1,-1,-1
220,0,31,-213,145,-1,-1,-1
221,0,31,-213,144,-1,-1,-1
221,0,31,-214,144,-1,-1,-1
222,0,31,-213,144,-1,-1,-1
222,0,31,-212,144,-1,0,-1
223,0,31,-212,145,-1,0,-1
223,0,31,-211,145,-1,-1,-1
224,0,31,-213,144,-1,-1,-1
224,0,31,-214,144,-1,-1,-1
225,0,31,-213,144,-1,0,-1
